"","...1","symbol","date","open","high","low","close","volume","adjusted","name","currency","exchange","industry","logo","weburl","environment_grade","environment_level","social_grade","social_level","governance_grade","governance_level","environment_score","social_score","governance_score","total_score","last_processing_date","total_grade","total_level","cik","baseline_price","after_shock","day","log_price","Industrials","Health Care","Information Technology","Utilities","Financials","Materials","Consumer Discretionary","Real Estate","Communication Services","Consumer Staples","Energy"
"14500",18784,"TFC",2022-10-21,40.3300018310547,41.6599998474121,40.0099983215332,41.5099983215332,11680200,34.848503112793,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,0,11,3.72593432162971,0,0,0,0,1,0,0,0,0,0,0
"14501",18785,"TFC",2022-10-24,41.7099990844727,42.8800010681152,41.5299987792969,42.6599998474121,7350900,35.8139533996582,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,0,14,3.75326170946637,0,0,0,0,1,0,0,0,0,0,0
"14502",18786,"TFC",2022-10-25,42.3800010681152,43.8899993896484,42.2599983215332,43.8499984741211,10352200,36.8129920959473,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,0,15,3.7807746840205,0,0,0,0,1,0,0,0,0,0,0
"14503",18787,"TFC",2022-10-26,43.9099998474121,44.6300010681152,43.9099998474121,44.2099990844727,6010600,37.1152153015137,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,0,16,3.78895098712955,0,0,0,0,1,0,0,0,0,0,0
"14504",18788,"TFC",2022-10-27,44.7099990844727,44.9900016784668,44.060001373291,44.1800003051758,5305800,37.0900230407715,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,0,17,3.78827220489953,0,0,0,0,1,0,0,0,0,0,0
"14505",18789,"TFC",2022-10-28,44.5,45.060001373291,44.310001373291,45.0499992370605,4813900,37.8204040527344,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,0,18,3.80777296711895,0,0,0,0,1,0,0,0,0,0,0
"14506",18790,"TFC",2022-10-31,44.8800010681152,45.25,44.5699996948242,44.7900009155273,8686600,37.6021308898926,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,0,21,3.80198492065965,0,0,0,0,1,0,0,0,0,0,0
"14507",18791,"TFC",2022-11-01,45.189998626709,45.2599983215332,44.4500007629395,44.8199996948242,5814300,37.6273231506348,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,0,22,3.80265446156386,0,0,0,0,1,0,0,0,0,0,0
"14508",18792,"TFC",2022-11-02,44.3699989318848,45.3300018310547,43.8899993896484,43.9199981689453,9173400,36.8717460632324,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,0,23,3.78236975551059,0,0,0,0,1,0,0,0,0,0,0
"14509",18793,"TFC",2022-11-03,43.3699989318848,43.5800018310547,42.1399993896484,42.6599998474121,8659200,35.8139533996582,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,0,24,3.75326170946637,0,0,0,0,1,0,0,0,0,0,0
"14510",18794,"TFC",2022-11-04,43.2599983215332,43.939998626709,43.0699996948242,43.6599998474121,6816100,36.6534767150879,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,0,25,3.77643234762688,0,0,0,0,1,0,0,0,0,0,0
"14511",18795,"TFC",2022-11-07,44.0900001525879,44.2099990844727,43.5299987792969,43.9799995422363,5209100,36.9221229553223,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,0,28,3.78373497471816,0,0,0,0,1,0,0,0,0,0,0
"14512",18796,"TFC",2022-11-08,44.1100006103516,44.6699981689453,43.9599990844727,44.4900016784668,5232800,37.3502769470215,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,0,29,3.79526448254478,0,0,0,0,1,0,0,0,0,0,0
"14513",18797,"TFC",2022-11-09,43.75,43.9599990844727,42.5499992370605,42.689998626709,7675700,36.2629776000977,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,30,3.75396466860095,0,0,0,0,1,0,0,0,0,0,0
"14514",18798,"TFC",2022-11-10,44.0900001525879,46.1399993896484,44.0900001525879,46.0400009155273,8539300,39.1086349487305,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,31,3.82951060373916,0,0,0,0,1,0,0,0,0,0,0
"14515",18799,"TFC",2022-11-11,46.310001373291,47.4599990844727,46.1100006103516,47.2599983215332,8323000,40.1449661254883,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,32,3.85566423624317,0,0,0,0,1,0,0,0,0,0,0
"14516",18800,"TFC",2022-11-14,46.8400001525879,47.2700004577637,46.0099983215332,46.0499992370605,6852500,39.1171340942383,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,35,3.82972774613368,0,0,0,0,1,0,0,0,0,0,0
"14517",18801,"TFC",2022-11-15,46.8499984741211,47.4700012207031,45.4599990844727,46.3300018310547,6244900,39.3549728393555,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,36,3.83578973895057,0,0,0,0,1,0,0,0,0,0,0
"14518",18802,"TFC",2022-11-16,46.4000015258789,46.5800018310547,45.5099983215332,45.5299987792969,7217200,38.6754150390625,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,37,3.81837142253573,0,0,0,0,1,0,0,0,0,0,0
"14519",18803,"TFC",2022-11-17,44.8400001525879,45.2200012207031,44.560001373291,45.1199989318848,3819500,38.3271369934082,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,38,3.80932558351704,0,0,0,0,1,0,0,0,0,0,0
"14520",18804,"TFC",2022-11-18,45.8800010681152,46.1500015258789,45.2000007629395,45.6599998474121,4539700,38.7858428955078,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,39,3.82122263775982,0,0,0,0,1,0,0,0,0,0,0
"14521",18805,"TFC",2022-11-21,45.7200012207031,46.2799987792969,45.5800018310547,46.1300010681152,4563400,39.1850891113281,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,42,3.83146352072419,0,0,0,0,1,0,0,0,0,0,0
"14522",18806,"TFC",2022-11-22,46.5800018310547,46.939998626709,46.2700004577637,46.4199981689453,3798600,39.4314308166504,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,43,3.83773036140091,0,0,0,0,1,0,0,0,0,0,0
"14523",18807,"TFC",2022-11-23,46.2799987792969,46.7299995422363,46.2200012207031,46.4300003051758,4930100,39.4399223327637,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,44,3.83794580860465,0,0,0,0,1,0,0,0,0,0,0
"14524",18808,"TFC",2022-11-25,46.6599998474121,47.0699996948242,46.5099983215332,46.9199981689453,1651000,39.8561477661133,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,46,3.84844398476024,0,0,0,0,1,0,0,0,0,0,0
"14525",18809,"TFC",2022-11-28,46.4300003051758,46.6500015258789,45.2299995422363,45.3199996948242,5783800,38.4970283508301,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,49,3.81374842942601,0,0,0,0,1,0,0,0,0,0,0
"14526",18810,"TFC",2022-11-29,45.3899993896484,45.9599990844727,45.2400016784668,45.9099998474121,7471400,38.9982070922852,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,50,3.8266829549375,0,0,0,0,1,0,0,0,0,0,0
"14527",18811,"TFC",2022-11-30,45.7299995422363,46.8499984741211,44.0499992370605,46.810001373291,9633800,39.7627143859863,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,51,3.84609688464953,0,0,0,0,1,0,0,0,0,0,0
"14528",18812,"TFC",2022-12-01,47.060001373291,47.4599990844727,45.9900016784668,46.2200012207031,7945700,39.261531829834,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,52,3.83341263125695,0,0,0,0,1,0,0,0,0,0,0
"14529",18813,"TFC",2022-12-02,45.6100006103516,45.8699989318848,44.8699989318848,45.060001373291,9505000,38.2761726379395,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,53,3.80799496548104,0,0,0,0,1,0,0,0,0,0,0
"14530",18814,"TFC",2022-12-05,44.5,44.7900009155273,42.2999992370605,42.5900001525879,12280900,36.178035736084,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,56,3.75161948751784,0,0,0,0,1,0,0,0,0,0,0
"14531",18815,"TFC",2022-12-06,42.5299987792969,42.6199989318848,41.3800010681152,41.8899993896484,10523400,35.5834197998047,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,57,3.7350471203886,0,0,0,0,1,0,0,0,0,0,0
"14532",18816,"TFC",2022-12-07,41.7400016784668,42.2200012207031,41.2999992370605,41.8400001525879,7448300,35.5409507751465,"Truist Financial Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Banking","https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png","https://www.truist.com/","BBB","High","BB","Medium","BB","Medium",480,308,300,1088,"11-06-2022","BBB","High",92230,43.310001373291,1,58,3.73385282340361,0,0,0,0,1,0,0,0,0,0,0
"14533",18817,"TYL",2022-10-10,354.440002441406,354.440002441406,343.540008544922,343.540008544922,243600,343.540008544922,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,0,5.83930357808203,0,0,1,0,0,0,0,0,0,0,0
"14534",18818,"TYL",2022-10-11,342.369995117188,342.369995117188,326.929992675781,329.760009765625,214600,329.760009765625,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,1,5.79836514675649,0,0,1,0,0,0,0,0,0,0,0
"14535",18819,"TYL",2022-10-12,329.459991455078,331.589996337891,326.25,328.149993896484,178500,328.149993896484,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,2,5.79347080231996,0,0,1,0,0,0,0,0,0,0,0
"14536",18820,"TYL",2022-10-13,319.660003662109,327.309997558594,312.859985351562,324.75,518900,324.75,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,3,5.78305565555071,0,0,1,0,0,0,0,0,0,0,0
"14537",18821,"TYL",2022-10-14,328.570007324219,330.369995117188,315.260009765625,315.829986572266,213600,315.829986572266,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,4,5.75520405162736,0,0,1,0,0,0,0,0,0,0,0
"14538",18822,"TYL",2022-10-17,324.179992675781,326.640014648438,323.070007324219,326.25,402200,326.25,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,7,5.7876639586369,0,0,1,0,0,0,0,0,0,0,0
"14539",18823,"TYL",2022-10-18,336.040008544922,339.980010986328,334.869995117188,339.390014648438,255500,339.390014648438,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,8,5.82714993176756,0,0,1,0,0,0,0,0,0,0,0
"14540",18824,"TYL",2022-10-19,336.920013427734,339.329986572266,333.130004882812,336.369995117188,154500,336.369995117188,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,9,5.81821173005771,0,0,1,0,0,0,0,0,0,0,0
"14541",18825,"TYL",2022-10-20,339.290008544922,342.339996337891,331.579986572266,334.559997558594,199200,334.559997558594,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,10,5.81281622838296,0,0,1,0,0,0,0,0,0,0,0
"14542",18826,"TYL",2022-10-21,333.309997558594,336.440002441406,328.790008544922,335.950012207031,227900,335.950012207031,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,11,5.81696237570201,0,0,1,0,0,0,0,0,0,0,0
"14543",18827,"TYL",2022-10-24,338.570007324219,340.190002441406,332.239990234375,337.980010986328,255000,337.980010986328,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,14,5.82298675464053,0,0,1,0,0,0,0,0,0,0,0
"14544",18828,"TYL",2022-10-25,340.910003662109,346.059997558594,340.910003662109,346.059997558594,318600,346.059997558594,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,15,5.84661216337364,0,0,1,0,0,0,0,0,0,0,0
"14545",18829,"TYL",2022-10-26,343.119995117188,352,341.279998779297,343.420013427734,257800,343.420013427734,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,16,5.83895422698569,0,0,1,0,0,0,0,0,0,0,0
"14546",18830,"TYL",2022-10-27,346.679992675781,354,332.170013427734,333.529998779297,509300,333.529998779297,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,17,5.80973281267251,0,0,1,0,0,0,0,0,0,0,0
"14547",18831,"TYL",2022-10-28,332.100006103516,332.579986572266,326.75,330.5,490000,330.5,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,18,5.80060665929174,0,0,1,0,0,0,0,0,0,0,0
"14548",18832,"TYL",2022-10-31,329.649993896484,331.779998779297,322.920013427734,323.329986572266,495600,323.329986572266,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,21,5.77867343196832,0,0,1,0,0,0,0,0,0,0,0
"14549",18833,"TYL",2022-11-01,328.149993896484,328.149993896484,311.440002441406,314.239990234375,517600,314.239990234375,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,22,5.75015699408914,0,0,1,0,0,0,0,0,0,0,0
"14550",18834,"TYL",2022-11-02,313.390014648438,313.390014648438,296.450012207031,296.559997558594,418400,296.559997558594,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,23,5.69224955061006,0,0,1,0,0,0,0,0,0,0,0
"14551",18835,"TYL",2022-11-03,293.529998779297,296.010009765625,289.070007324219,292.630004882812,340200,292.630004882812,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,24,5.67890902906614,0,0,1,0,0,0,0,0,0,0,0
"14552",18836,"TYL",2022-11-04,295.980010986328,295.980010986328,281.320007324219,287.929992675781,393200,287.929992675781,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,25,5.6627173696001,0,0,1,0,0,0,0,0,0,0,0
"14553",18837,"TYL",2022-11-07,289.690002441406,291.480010986328,281.109985351562,289.470001220703,416900,289.470001220703,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,28,5.66805166891743,0,0,1,0,0,0,0,0,0,0,0
"14554",18838,"TYL",2022-11-08,291.609985351562,297.239990234375,286.899993896484,296.140014648438,610200,296.140014648438,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,0,29,5.69083236494514,0,0,1,0,0,0,0,0,0,0,0
